TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
2,F,1,4,1,3,0,1,,1,,,,,,,4122206,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,465.0,474.6,459.5,570.2,0,1.0,120.0,120.0,120.0,100.0,100.0,B,B,C,B,5,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
6,M,1,1,1,1,4,1,,0,,,,,,,4106407,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,505.3,586.3,563.3,534.4,0,1.0,160.0,160.0,140.0,160.0,200.0,E,E,B,F,2,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,B,C,A,B,B
2,M,1,4,1,2,0,3,1.0,0,4115200.0,41.0,PR,4.0,1.0,1.0,4115200,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,587.3,644.5,577.0,504.9,0,1.0,140.0,120.0,140.0,160.0,100.0,D,F,B,D,4,G,A,C,D,B,A,B,B,B,B,B,A,B,B,A,B,D,B,B,B
3,F,1,1,1,2,0,2,1.0,0,4107603.0,41.0,PR,2.0,1.0,1.0,4115754,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,463.2,480.1,546.7,471.8,1,1.0,140.0,120.0,120.0,140.0,160.0,E,G,D,D,4,D,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,D,A,A,B
5,M,1,1,1,1,3,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,453.8,506.8,361.1,508.6,1,1.0,100.0,40.0,40.0,100.0,0.0,E,F,D,D,4,F,A,C,C,B,A,B,B,B,B,B,A,A,B,A,A,E,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4109401.0,41.0,PR,2.0,1.0,1.0,4109401,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,433.6,489.5,483.0,379.8,0,1.0,100.0,120.0,120.0,120.0,100.0,E,E,A,F,3,G,A,B,D,B,A,B,B,B,A,B,A,A,D,B,A,E,A,C,B
1,F,1,1,1,3,0,1,,1,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,465.1,556.2,566.1,739.1,0,1.0,160.0,200.0,120.0,120.0,80.0,E,G,D,D,4,L,B,C,D,B,A,B,B,B,B,B,B,B,C,B,B,E,A,D,B
2,F,1,1,1,3,0,1,,1,,,,,,,4104006,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,570.1,491.8,567.9,621.3,0,1.0,160.0,180.0,160.0,160.0,180.0,D,E,B,B,4,H,A,C,D,B,B,B,B,B,B,A,A,B,B,A,B,E,A,C,B
2,F,1,1,1,2,0,3,1.0,0,,,,,,,4112108,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,535.0,518.6,544.0,461.4,0,1.0,140.0,120.0,120.0,120.0,160.0,E,G,F,D,4,E,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
1,F,1,3,4,2,0,2,1.0,0,,,,,,,4125704,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,515.4,565.8,447.7,566.5,0,1.0,120.0,180.0,120.0,120.0,80.0,D,D,A,A,7,I,A,B,D,B,A,B,C,B,A,A,A,A,B,B,A,D,A,A,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,472.9,607.8,542.2,529.4,0,1.0,160.0,180.0,140.0,200.0,160.0,B,D,B,B,4,C,A,B,D,A,A,B,B,B,A,A,A,A,C,A,A,D,A,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,491.2,492.1,522.0,488.3,1,1.0,120.0,120.0,80.0,120.0,40.0,B,D,C,B,5,D,A,C,C,C,A,B,B,B,A,B,A,B,A,A,A,E,A,B,B
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,638.5,671.7,621.8,683.0,0,1.0,140.0,200.0,160.0,180.0,200.0,E,G,D,D,4,L,A,C,D,A,A,B,B,B,B,B,A,B,B,A,A,E,A,D,B
3,F,1,1,1,1,1,1,,0,,,,,,,4102109,41,PR,2,1,1,2,,1058.0,1067.0,,,579.2,643.7,,0,1.0,160.0,200.0,160.0,200.0,200.0,D,D,B,B,4,F,A,C,D,C,A,C,B,B,A,B,A,B,B,B,A,E,B,B,B
2,M,1,1,1,2,0,3,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,560.8,606.6,588.5,631.6,0,1.0,140.0,140.0,120.0,160.0,80.0,E,E,D,D,4,B,A,D,D,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
1,F,1,3,1,3,0,1,,1,,,,,,,4113304,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,411.8,585.5,493.4,434.4,0,1.0,120.0,120.0,100.0,120.0,120.0,C,G,A,D,4,H,A,C,D,B,A,B,B,B,A,A,A,B,B,A,A,E,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,4128104,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,539.6,547.4,546.4,663.8,0,1.0,120.0,120.0,100.0,120.0,140.0,E,F,D,D,3,L,A,C,D,C,B,B,A,B,A,B,B,B,B,A,B,D,A,A,B
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,537.8,496.8,438.5,625.6,0,1.0,120.0,120.0,80.0,80.0,80.0,C,E,D,D,4,E,A,C,D,B,B,C,B,B,A,B,A,B,D,A,B,D,B,B,B
5,F,1,1,1,1,3,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,565.9,521.9,570.2,725.0,0,1.0,160.0,200.0,180.0,200.0,160.0,E,G,D,D,4,K,B,D,D,C,A,B,A,C,B,B,A,B,D,A,A,E,A,C,B
2,F,1,1,1,3,0,1,,1,,,,,,,4115804,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,500.0,597.5,560.1,631.1,1,1.0,160.0,200.0,180.0,200.0,180.0,C,C,A,A,3,C,A,C,C,C,B,B,C,B,A,A,A,B,B,A,A,D,A,A,B
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,576.3,610.9,447.7,652.7,0,1.0,140.0,100.0,80.0,100.0,0.0,G,E,D,D,4,I,A,C,D,C,A,B,B,B,B,B,A,B,D,A,B,E,A,B,B
2,F,1,3,1,2,0,2,1.0,0,4102505.0,41.0,PR,2.0,1.0,1.0,4104303,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,515.7,569.0,567.6,441.4,0,1.0,120.0,200.0,120.0,140.0,100.0,B,B,A,A,3,D,A,B,D,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,B
8,F,1,1,1,1,0,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,426.7,511.2,477.3,494.0,1,1.0,80.0,120.0,80.0,80.0,80.0,C,C,A,B,2,C,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
2,M,1,1,1,2,0,2,1.0,0,4127965.0,41.0,PR,2.0,2.0,1.0,4109401,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,468.1,472.3,464.8,470.0,1,1.0,100.0,120.0,120.0,120.0,100.0,B,D,A,A,4,F,A,B,D,B,B,B,B,B,A,A,A,B,B,A,B,D,A,B,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,697.5,698.9,636.0,842.8,0,1.0,160.0,200.0,180.0,200.0,200.0,F,G,E,E,4,N,A,D,D,C,A,B,B,B,B,B,B,B,D,B,B,D,B,E,B
8,M,1,1,1,1,5,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,538.0,611.5,568.5,691.9,0,1.0,120.0,120.0,120.0,120.0,100.0,H,C,B,B,2,D,A,B,D,A,A,B,B,B,A,B,A,B,C,A,A,C,A,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4106407,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,439.8,565.0,528.4,584.1,0,1.0,160.0,200.0,140.0,180.0,200.0,F,G,A,D,3,H,A,D,D,C,A,B,B,B,A,B,A,B,B,A,A,D,A,B,B
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,569.2,605.6,603.6,777.7,0,1.0,160.0,200.0,160.0,200.0,200.0,F,E,E,F,4,Q,B,E,E,D,A,C,C,B,B,B,B,B,C,B,B,E,A,B,B
6,F,1,3,1,1,4,1,,0,,,,,,,4128203,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,589.7,682.4,624.6,710.7,0,1.0,160.0,200.0,160.0,160.0,160.0,F,G,B,D,3,H,A,C,D,B,A,B,B,B,B,B,A,B,D,B,B,D,A,C,B
3,F,1,1,1,1,1,1,,0,,,,,,,4101507,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,446.1,519.2,558.2,582.0,0,1.0,120.0,200.0,120.0,120.0,140.0,B,E,F,F,1,C,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4106407.0,41.0,PR,2.0,1.0,1.0,4106407,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,542.2,614.5,565.1,609.3,0,1.0,160.0,200.0,140.0,180.0,200.0,F,F,D,D,4,J,A,B,D,B,B,B,A,B,A,B,A,A,B,A,B,E,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4107108.0,41.0,PR,2.0,2.0,1.0,4113502,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,559.8,343.7,401.1,692.2,0,1.0,120.0,120.0,120.0,120.0,80.0,E,F,A,A,4,B,A,B,D,B,A,B,B,A,A,B,A,A,B,A,A,D,A,A,B
2,M,1,3,1,2,0,2,1.0,0,4125506.0,41.0,PR,2.0,1.0,1.0,4125506,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,527.8,534.3,476.0,418.3,0,1.0,100.0,40.0,40.0,120.0,40.0,H,E,F,B,4,D,A,C,D,B,A,B,A,B,A,B,A,A,B,A,A,D,B,B,B
4,M,1,1,1,1,0,1,,0,,,,,,,4101408,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,363.6,416.0,367.1,403.0,1,1.0,80.0,120.0,80.0,60.0,0.0,C,B,B,C,4,C,A,B,D,C,A,B,B,B,A,B,A,B,C,A,B,D,A,B,B
2,M,1,1,1,3,0,1,,1,,,,,,,4108601,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,547.3,497.9,555.5,699.1,0,1.0,120.0,120.0,120.0,120.0,0.0,G,G,D,B,4,J,B,D,D,B,B,B,B,B,A,B,A,B,B,B,A,E,A,C,B
3,M,1,3,1,2,0,2,1.0,0,4115200.0,41.0,PR,2.0,1.0,1.0,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,391.9,539.1,523.4,586.6,0,1.0,120.0,120.0,80.0,100.0,100.0,E,F,B,F,4,D,A,C,D,B,B,B,A,B,A,B,A,A,C,A,A,E,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,459.5,615.9,589.5,610.0,0,1.0,160.0,160.0,140.0,120.0,160.0,H,E,F,B,3,C,A,C,D,A,A,B,A,B,B,B,A,B,C,A,B,C,B,C,B
1,M,1,2,1,3,0,1,,1,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,458.3,382.8,377.9,351.3,1,1.0,100.0,40.0,40.0,80.0,20.0,E,E,B,B,4,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4128005,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,572.0,616.8,533.5,676.6,0,1.0,160.0,180.0,140.0,160.0,140.0,E,F,D,D,3,F,A,D,D,B,B,D,C,C,A,B,A,B,C,A,B,D,A,B,B
2,F,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,443.7,423.6,448.2,377.1,1,1.0,120.0,40.0,40.0,120.0,40.0,E,E,D,B,4,G,A,B,D,C,A,B,A,B,A,B,A,B,C,B,A,E,B,B,B
15,F,2,1,1,1,16,1,,0,,,,,,,4102406,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,443.7,466.0,470.1,475.1,1,1.0,120.0,120.0,100.0,120.0,80.0,B,D,F,B,4,E,A,C,D,B,B,B,B,B,A,B,A,B,B,B,A,E,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4105409,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,516.6,595.4,555.1,684.4,1,1.0,140.0,200.0,120.0,180.0,160.0,C,B,C,B,3,D,A,B,C,B,B,C,C,B,A,B,A,A,B,A,B,D,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,4125506,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,503.4,488.3,536.0,451.5,1,1.0,80.0,40.0,40.0,120.0,40.0,D,C,D,D,3,E,A,B,C,B,A,B,B,B,A,B,A,A,C,A,B,D,B,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,4115705,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,452.2,574.4,532.7,487.3,0,1.0,120.0,200.0,120.0,120.0,160.0,B,E,B,B,4,G,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,E,B,B,B
5,M,1,1,1,1,3,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,577.7,499.3,488.4,634.9,0,1.0,140.0,140.0,100.0,160.0,80.0,G,G,E,E,4,N,D,D,D,C,A,B,B,B,B,B,A,B,E,B,B,E,B,B,B
2,M,1,1,1,2,0,2,1.0,0,1302603.0,13.0,AM,2.0,1.0,1.0,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,516.0,473.7,485.1,466.9,1,1.0,120.0,100.0,100.0,120.0,0.0,E,E,C,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A
4,M,1,3,1,2,0,2,1.0,0,4118402.0,41.0,PR,1.0,1.0,1.0,4118402,41,PR,0,1,1,0,,1057.0,1068.0,,,585.8,490.8,,1,1.0,160.0,180.0,140.0,120.0,120.0,F,D,D,B,5,F,B,B,D,B,B,B,B,B,A,B,A,A,B,A,A,E,A,C,B
4,F,1,4,0,2,0,2,1.0,0,,,,,,,4101903,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,445.7,454.4,495.3,396.8,0,3.0,0.0,0.0,0.0,0.0,0.0,H,H,F,F,4,B,A,B,D,C,A,C,C,B,B,B,A,B,B,A,B,E,A,B,B
12,M,2,3,1,1,15,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,529.7,587.6,504.1,570.9,0,1.0,120.0,100.0,120.0,120.0,0.0,B,B,A,A,2,D,A,B,C,B,A,B,A,B,B,B,A,B,B,A,A,C,A,A,B
2,F,1,1,2,2,0,2,1.0,0,,,,,,,4101804,41,PR,0,1,1,0,,1055.0,1065.0,,,528.7,414.7,,1,4.0,0.0,0.0,0.0,0.0,0.0,C,E,C,B,4,B,A,B,D,A,A,B,B,B,A,B,A,A,B,A,A,E,B,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,529.8,561.3,555.7,577.9,0,1.0,140.0,180.0,120.0,120.0,140.0,F,E,B,D,3,D,A,B,C,A,A,B,B,B,B,A,A,B,B,B,A,D,A,B,B
2,M,1,3,1,2,0,2,1.0,0,4104808.0,41.0,PR,2.0,1.0,1.0,4104808,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,404.4,601.5,459.8,679.6,0,1.0,100.0,160.0,120.0,120.0,140.0,H,G,F,D,2,E,A,B,C,B,A,B,A,A,A,A,A,A,A,A,A,C,A,B,B
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4113205,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,474.6,531.7,413.7,635.3,0,1.0,120.0,200.0,120.0,120.0,180.0,E,E,A,A,5,G,A,C,D,B,C,B,B,B,A,A,A,B,B,B,A,D,A,C,B
1,F,1,3,1,3,0,1,,1,,,,,,,4121406,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,481.6,460.2,540.3,516.0,0,1.0,120.0,120.0,100.0,120.0,80.0,E,E,A,A,4,I,A,B,D,C,B,B,B,B,A,A,A,A,B,A,A,D,A,B,B
9,F,1,1,1,1,7,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,612.0,626.2,545.2,571.2,1,1.0,140.0,200.0,140.0,160.0,140.0,C,C,C,F,3,C,A,B,C,C,A,B,B,B,A,A,A,B,D,B,A,D,B,C,B
2,M,1,1,1,2,0,2,1.0,0,4113700.0,41.0,PR,2.0,1.0,1.0,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,457.5,511.5,507.0,664.6,0,1.0,100.0,200.0,120.0,120.0,140.0,E,E,D,D,5,F,A,D,E,C,A,C,B,B,A,B,A,B,C,A,B,E,A,C,B
2,M,3,1,1,2,0,2,1.0,0,4114104.0,41.0,PR,4.0,1.0,1.0,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,504.0,595.5,593.6,500.7,0,1.0,120.0,120.0,120.0,120.0,160.0,E,E,C,B,4,E,A,D,D,B,A,B,B,B,B,B,A,B,B,B,A,E,A,B,B
2,M,1,1,1,2,0,2,1.0,0,4120903.0,41.0,PR,1.0,1.0,1.0,4120903,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,577.3,595.4,604.5,607.5,1,1.0,80.0,120.0,100.0,140.0,140.0,D,G,A,A,3,D,A,B,D,B,A,B,C,B,B,A,A,A,B,A,A,D,A,B,B
14,M,1,1,1,1,12,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,547.6,562.8,554.7,551.7,0,1.0,100.0,100.0,100.0,100.0,40.0,B,D,C,D,1,C,A,B,C,B,A,B,A,A,A,B,A,B,B,B,A,B,A,B,B
5,M,1,1,1,1,1,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,508.4,474.0,480.5,616.4,0,1.0,100.0,120.0,80.0,120.0,60.0,E,E,C,D,3,G,A,B,C,A,A,B,A,B,A,B,A,A,C,A,B,D,A,B,B
17,M,2,1,1,1,16,1,,0,,,,,,,4105805,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,627.4,708.5,611.6,726.0,0,1.0,160.0,200.0,160.0,180.0,200.0,E,B,D,B,2,O,A,D,D,B,A,B,A,B,B,B,A,B,C,A,A,C,A,B,B
11,F,1,2,1,1,0,1,,0,,,,,,,4108403,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,399.3,576.6,512.6,367.5,1,1.0,100.0,40.0,40.0,120.0,40.0,B,B,A,B,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
6,M,1,4,1,1,3,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,579.0,560.8,551.1,646.7,0,1.0,160.0,200.0,180.0,180.0,180.0,F,F,E,B,3,E,A,C,D,A,A,B,B,B,A,B,A,B,B,B,A,D,A,D,B
3,F,1,1,1,1,1,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,668.7,665.6,717.0,715.3,0,1.0,180.0,200.0,180.0,180.0,140.0,G,G,D,D,4,M,A,B,D,C,A,B,B,B,B,B,A,B,C,A,A,E,B,C,B
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,455.2,560.4,575.2,575.4,0,1.0,120.0,120.0,100.0,120.0,80.0,G,F,E,E,3,E,A,D,D,B,A,B,B,B,A,B,A,B,E,A,B,D,A,D,B
3,F,1,1,1,3,0,1,,1,,,,,,,4128203,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,488.9,554.8,562.0,606.8,0,1.0,120.0,120.0,120.0,120.0,60.0,E,G,C,E,3,H,B,C,D,B,A,B,B,B,A,B,A,B,B,B,B,B,A,C,B
11,F,1,1,1,1,10,1,,0,,,,,,,4119905,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,540.9,531.4,560.4,649.7,1,1.0,120.0,100.0,120.0,120.0,140.0,E,E,B,B,6,F,A,C,E,D,A,B,A,B,B,B,A,B,C,A,A,E,A,C,B
3,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,531.3,574.3,461.6,683.5,0,1.0,140.0,120.0,120.0,120.0,40.0,G,G,D,D,4,H,A,B,D,B,A,B,A,B,A,B,A,B,B,A,B,E,A,C,B
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,0,1,1,0,,1057.0,1068.0,,,693.8,563.6,,1,1.0,140.0,200.0,180.0,180.0,160.0,F,E,B,D,7,I,A,C,D,B,A,B,B,B,B,B,A,B,C,A,B,E,A,D,B
2,M,1,3,1,2,0,2,1.0,0,4108403.0,41.0,PR,2.0,1.0,1.0,4108403,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,542.7,503.9,472.3,514.6,0,1.0,120.0,120.0,100.0,120.0,80.0,A,C,B,B,4,B,A,B,D,A,A,B,A,B,B,B,A,A,B,B,A,D,A,B,B
4,F,1,1,1,1,2,1,,0,,,,,,,4118204,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,449.6,409.4,497.9,385.9,1,3.0,0.0,0.0,0.0,0.0,0.0,H,D,F,C,2,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
3,M,1,3,1,2,0,2,1.0,0,4124053.0,41.0,PR,2.0,1.0,1.0,4124053,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,555.4,525.8,622.9,667.3,0,1.0,160.0,200.0,160.0,140.0,140.0,E,E,D,C,4,G,A,B,D,B,A,B,B,B,A,A,A,A,B,A,A,D,A,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4120804,41,PR,0,1,1,0,,1058.0,1067.0,,,453.0,540.7,,1,1.0,120.0,120.0,120.0,100.0,100.0,B,B,B,C,3,E,A,B,D,B,A,B,A,B,A,B,A,A,B,B,A,C,B,A,B
4,F,1,3,1,1,2,1,,0,,,,,,,4104303,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,455.7,585.4,504.3,487.4,0,1.0,140.0,120.0,120.0,180.0,200.0,B,E,C,B,4,G,A,B,C,B,A,B,B,B,B,B,A,A,A,A,A,E,A,B,B
1,F,1,1,1,3,0,1,,1,,,,,,,4128203,41,PR,0,1,1,0,,1057.0,1068.0,,,467.4,476.7,,0,1.0,120.0,120.0,80.0,120.0,0.0,D,G,C,B,3,C,A,B,C,B,A,B,A,B,B,B,A,A,C,A,B,D,A,B,B
1,F,1,3,1,4,0,1,,0,,,,,,,4118402,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,507.1,524.0,551.0,568.9,0,1.0,100.0,100.0,80.0,120.0,60.0,C,D,B,B,4,G,A,C,D,B,A,B,B,B,A,A,A,B,D,B,B,D,A,D,B
2,F,1,3,2,2,0,2,1.0,0,,,,,,,4101408,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,467.4,504.0,556.2,365.6,1,1.0,120.0,180.0,120.0,120.0,140.0,D,D,D,B,5,D,A,B,D,C,A,B,B,B,A,B,A,B,C,A,A,D,A,A,B
3,M,1,1,1,2,0,2,1.0,0,4109807.0,41.0,PR,2.0,1.0,1.0,4109807,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,423.8,432.2,367.3,389.9,1,1.0,100.0,40.0,40.0,80.0,20.0,A,E,F,B,4,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
2,M,1,1,1,2,0,3,1.0,0,4113700.0,41.0,PR,4.0,1.0,1.0,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,661.8,718.6,588.6,843.3,0,1.0,160.0,200.0,180.0,180.0,180.0,F,F,E,D,1,Q,B,C,C,A,A,B,B,B,B,B,A,A,C,A,B,B,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,547.5,521.7,579.3,444.3,0,1.0,160.0,120.0,140.0,160.0,140.0,A,C,C,B,3,B,A,B,D,B,A,B,B,B,A,B,A,A,C,A,A,C,A,A,B
2,F,1,1,1,2,0,2,1.0,0,4104204.0,41.0,PR,2.0,1.0,1.0,4104204,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,526.7,447.1,495.3,415.3,0,1.0,120.0,120.0,100.0,120.0,140.0,F,G,C,D,4,G,A,C,D,C,A,B,B,B,A,B,A,B,B,A,B,E,A,C,B
2,M,1,1,4,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,4.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,761.0,686.3,663.6,948.8,0,1.0,180.0,200.0,200.0,180.0,200.0,G,G,E,E,4,Q,D,E,E,C,A,D,B,B,B,B,B,B,D,B,B,E,B,D,B
7,F,1,1,1,1,5,1,,0,,,,,,,4119905,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,675.0,661.9,585.8,541.0,1,1.0,140.0,200.0,160.0,160.0,140.0,G,G,D,D,4,H,A,B,D,B,A,B,B,B,A,B,A,B,B,A,B,A,A,B,B
